start,end,sharpe,max_dd,n_trades,hit_rate
2018-01,2019-01,-1.0772425592900063,-18.13065036807374,56,47.808764940239044
2019-01,2020-01,2.3966819898053124,-4.253866467149005,55,56.74603174603175
2020-01,2021-01,-0.625981386549243,-33.92097032883696,63,51.98412698412699
2021-01,2022-01,0.7851131403503505,-4.607630418608562,58,53.78486055776892
2022-01,2023-01,-0.3659093693276995,-14.843455231216558,56,47.599999999999994
2023-01,2024-01,0.4930495515422404,-8.897008171076951,72,52.0
2024-01,2025-01,1.3299015362205793,-5.0088082965414,65,53.96825396825397
2025-01,2026-01,1.7020123797313826,-6.264721873916897,57,56.39999999999999
